Title,Link,Description,Image URL
"HP ProLiant DL380p G8 2x E5-2630 2.3GHz 6-Core, 128GB RAM 4X450GB",https://chicago.craigslist.org/wcl/sys/d/lombard-hp-proliant-dl380p-g8-2x-ghz/7690982756.html,"HP DL380p GEN8 ,2x Intel Xeon E5-2630 2.3GHz 6-Core, 128GB RAM (16*8GB DIMMs), dual 460w power supplies, P420i onboard controller. No rails.
***DVD ROM included
Firmware up to data

HP ProLiant DL380 G8 Server Trial Server 2012R2 /Windows 2016 /Windows 2019 /Hyper-V or vSphere 6.5

Server Specifications

Model: HP ProLiant DL DL380p Gen8 8-Bay

Processor 2x Intel Xeon E5-2630 - 2.30GHZ 6 Core
Memory Installed 128GB
Hard Drives 4x HP Gen8 2.5"" Tray
Drive Bays 8 drive bays, blanks included
Riser Board 1 PCIe 3.0 X16 X16 7 Full Length, Full Height Slot Proc 1 2 PCIe 3.0 X8 X8 10 Half Length, Full Height Slot Proc 1 3 PCIe 2.0 X4 X8 1
External Media DVD Included
Power Supply Dual Power Supply Unit - Power Cord Included
Backplane 8x 2.5"" SAS/SATA/SSD Drive Bays
Ethernet HP Ethernet 1Gb 4-port 331FLR Adapter
Video Integrated Matrox G200 video standard
Form Factor 2U Rackmountable
RAID Controller HP P420 Smart Array RAID Controller 512MB Cache
Remote Access Card Integrated ILO Controller
Rapid Rails Not Included
Operating System EVAL
Processor Manufacturer Intel
Processor Type Xeon

Rails set for $50.00

Call 773-492-081 FIVE



(HP, SAS ,Proliant, Untangle, Firewall, domain controller, Xen, Citrix, Redhat, Linux, Ubuntu, VMware, ESXi 6.7 VCP, VCP Lab, Vsphere, Hyper-V lab, MCSA, MCSE 2008, 2012 labs, Windows 2008R2, Windows 2012R2, Windows 2016, Windows 2019 Oracle RAC LAB)",https://images.craigslist.org/00G0G_Ztldj2GAOV_0kE0kE_600x450.jpg
NEW GIGAWARE FOLDABLE NOOTBOOK COOLER,https://chicago.craigslist.org/wcl/sys/d/aurora-new-gigaware-foldable-nootbook/7680863339.html,"THIS IS THE ONE.

#36-6",https://images.craigslist.org/00J0J_gJ7PFt6pH1s_0CI0t2_600x450.jpg
LG MONITOR 19” inch,https://chicago.craigslist.org/chc/sys/d/chicago-lg-monitor-19-inch/7690928087.html,Works perfect don’t use any more.,https://images.craigslist.org/00b0b_8nya1Bhvxns_0CI0t2_600x450.jpg
2011 IMac,https://chicago.craigslist.org/nch/sys/d/evanston-2011-imac/7690902525.html,"As is

No water damage or cracks

Evanston pick up

Cash only",https://images.craigslist.org/00h0h_gPILKUWSov4_0CI0t2_600x450.jpg
set of speakers,https://chicago.craigslist.org/nwi/sys/d/hammond-set-of-speakers/7682854336.html,Set of speakers for standard sound port desktop or laptop,https://images.craigslist.org/00f0f_2aFGVIGtbTy_0lN0CI_600x450.jpg
2.80 Ghz Quad cpu desktop computer,https://chicago.craigslist.org/nwi/sys/d/hammond-280-ghz-quad-cpu-desktop/7682855313.html,"AMD Athlon ll x4 630 cpu 2.80 Ghz
6GB RAM. 64 bit operating system x64 based cpu w/ pen support
Windows 10 Home
Windows Feature experience pack
Hard drv 953869 MB

DVD. R/W. Plus multi card reader
E machine monitor
Speakers, wireless mouse

Dual antenna wifi

Keyboard

Reasonable offers considered
Available as long as posted
Cash & carry only",https://map8.craigslist.org/t09/13/2105/3053.png
video conversion SW,https://chicago.craigslist.org/wcl/sys/d/crest-hill-video-conversion-sw/7682026314.html,"Video Conversion Pro software.
Analog to Digital video transfer
to Windows or Mac PC
New, unopened box",https://map6.craigslist.org/t09/14/4180/6106.png
Alienware m15 R7,https://chicago.craigslist.org/chc/sys/d/chicago-alienware-m15-r7/7690884147.html,"64 GB RAM
1TB hard drive
RTX 3070Ti
12th Gen Intel core i7 12700H (20 CPUs) 2.3gHz",https://images.craigslist.org/00z0z_3FtujnIpvHB_0t20CI_600x450.jpg
Apple Computer iBook,https://chicago.craigslist.org/wcl/sys/d/river-forest-apple-computer-ibook/7690879360.html,"Apple Clamshell iBook, Special Edition, Vintage, Laptop Mac Computer, Model M6411, Graphite Grey, Power PC, G3, 320 MB, Has MAC OS 9.2.1 Operating System, DVD-ROM drive, 12.1 inch diagonal color display, AC Power Adapter, One Owner-First Owner, comes in Original Box and all Contents. $329.00.",https://images.craigslist.org/00n0n_d3AciYABYksz_0CI0qV_600x450.jpg
Dell OptiPlex 3050 - Windows 10 - 16GB RAM 500GB HDD - Keyboard+Mouse,https://chicago.craigslist.org/chc/sys/d/elmwood-park-dell-optiplex-windows-gb/7689315309.html,"I have a Dell OptiPlex 3050

It has the following specs:

Intel Core i5-6500 CPU 3.2 GHz
16 GB of RAM (DDR4)
500 GB hard drive
Windows 10 Pro - 64 bit
PCI 3.0

A keyboard, mouse and power cable are included.

Computer runs perfect and is not very old. It has been factory reset and a fresh copy of Windows 10 Pro has been installed.

You can test computer before buying.

Price is $200

I prefer text or email.",https://images.craigslist.org/00000_avE0hIH1e5Nz_0CI0t2_600x450.jpg
XPS 8500,https://chicago.craigslist.org/nwc/sys/d/xps-8500/7681825537.html,"Hello people for sale mint condition Dell XPS 8500 intel i5 8gb ram.
Runs like champ,1TB, has windows 10 with Microsoft office, Nero 7 burning cd and dvd software.
Original owner 25” Dell screen with Dell mouse and keyboard. Must pick up from Lake in the hills.
Thanks for checking. Text me any time with any questions @ 773 nine six five 4433. Thanks for checking.
Keyword: dell, gaming pc, alienware, hp, iphone, apple watch, ipad, montblanc.",https://images.craigslist.org/00202_4ivbO5QFY9n_0t20CI_600x450.jpg
Rare Vintage Musuem Piece Computer - Next Cube,https://chicago.craigslist.org/wcl/sys/d/chicago-rare-vintage-musuem-piece/7684015944.html,"I’ve decided to sell off my vintage Apple Computer collection. I will be posting the complete collection for sale soon.

For now, I’m starting with the cream of the crop. The legendary Next Computing Next Cube. This was one of Steve Jobs greatest inventions. It revolutionized home / office computing and was the predecessor to Apple’s OS X operating system.

This Cube works. It has its accessories. I have tons of books, programming manuals, guides and more that will go with it.

I have not seen another for sale with this much ever and I’ve been collecting vintage Apple computers for 20+ years.

Selling to pursue another project. Looking for someone who knows and appreciates this vintage computer masterpiece.

This is history. A true museum piece.

Serious buyers only. No trades.

If you see this listing still posted, it’s still for sale.

Asking $9,500 for everything.

View by appointment only.",https://map2.craigslist.org/t09/13/2097/3045.png
"Apple A1407 27"" Thunderbolt Display Monitor LCD",https://chicago.craigslist.org/wcl/sys/d/berwyn-apple-thunderbolt-display/7684116290.html,"Like new Apple A1407 27"" Thunderbolt Display Monitor LCD 2560x1440 Tested Working. No issues.

No cracks, scratches or dents. Perfect shape. Cable ends are all still good. No fraying or cracked ends like most others get.

Comes with attached power cable, laptop connector cable and HDMI mini display video cable.

$200 each

I have a couple for sale.",https://images.craigslist.org/00N0N_H2JoNDi46W_0sq0mU_600x450.jpg
Apple Mac Pro Xeon E5 3.0 GHz 8 Core 64GB/1TB (AMD FirePro D300 2G,https://chicago.craigslist.org/wcl/sys/d/berwyn-apple-mac-pro-xeon-e5-30-ghz/7690108434.html,"Apple Mac Pro Xeon E5 3.0 GHz 8 Core 64GB/1TB (AMD FirePro D300 2G

Lightly used Apple Mac Pro for sale. Used for about 1 year for storage backup then shut down in 2019 and been sitting on the shelf ever since.

Works perfect. Looks perfect. Runs perfect. No issues.

Freshly wiped clean, tested and updated ready to go.

Current OS is MacOS Catalina 10.15.3

Late 2013 Model

3.0 GHz 8-Core Intel Zeon E5 processor

64 GB 1866 MHz DDR3 RAM

AMD FirePro D300 2 GB Graphics Card

1 TB Hard Drive

Local sales one. No shipping. No Delivery

If you still see this ad up it's still for sale. No need to ask. Serious inquires only.

$450. Cash only. No online payments accept. No trades.",https://images.craigslist.org/00505_cuyZlV6LdZ2_0jm0pO_600x450.jpg
"Mac Pro 5,1 3.46 GHz 12-core",https://chicago.craigslist.org/wcl/sys/d/naperville-mac-pro-ghz-12-core/7690850239.html,"2 X 3.46 GHz 6-core Intel Xeon (12-core)
32 GB 1333 MHz DDR3 RAM (4x 8gb)

NVIDIA GeForce GT 120 512 MB
+
XFX R7800 Series, HD7870 w/ 2GB, FX-787A-CD (Not flashed for Apple BIOS though)

OWC Accelsior 1M2 M.2 SSD PCIe 4.0 Adapter Card

Tower and power cord. Optical disk drive.",https://map7.craigslist.org/t09/13/2088/3049.png
gaming desktop computer intel core i7 3770 3.4ghz 16gb ram,https://chicago.craigslist.org/nch/sys/d/park-ridge-gaming-desktop-computer/7683040969.html,Ready for use.,https://images.craigslist.org/00B0B_9LrgwES8Sgp_0op0CI_600x450.jpg
1998 Apple Computer News,https://chicago.craigslist.org/wcl/sys/d/river-forest-1998-apple-computer-news/7690847844.html,"Apple Media Arts, Summer 1998 publication. Eight pages. 11"" x 15"" when folded in-half, 22"" x 15"" full page size, 22"" x 30"" two page spread. Had since 1998. Excellent to Good Condition. $ 45.00",https://images.craigslist.org/00T0T_b8ARwssRQulz_0CI0t2_600x450.jpg
Dell Vostro Desktop i5 / 8Gb ram / Wifi / nVidia Geforce 8400GS/ SSD,https://chicago.craigslist.org/nch/sys/d/evanston-dell-vostro-desktop-i5-8gb-ram/7690841401.html,"Dell Vostro Desktop i5 / 8Gb ram / Wifi / nVidia Geforce 8400GS/ SSD


128 GB SSD HDD

DVD

Windows 10 Pro

Call show contact info

NO SHIPPING, NO CASHIER CHECKS OR PAYPAL
LOCAL PICKUP ONLY",https://map9.craigslist.org/t09/13/2100/3039.png
HP Pro Business Desktop SSD Drive Windows 10 Pro,https://chicago.craigslist.org/nch/sys/d/evanston-hp-pro-business-desktop-ssd/7690841291.html,"HP Pro Business Desktop SSD Drive Windows 10 Pro

Intel i5

8GB RAM

DVD +- RW

128GB HDD SSD



Call show contact info

NO SHIPPING, NO CASHIER CHECKS OR PAYPAL
LOCAL PICKUP ONLY",https://map9.craigslist.org/t09/13/2100/3039.png
Lenovo ThinkCentre E73,https://chicago.craigslist.org/nch/sys/d/skokie-lenovo-thinkcentre-e73/7690838945.html,"Lenovo ThinkCentre E73


NO SHIPPING, NO CASHIER CHECKS OR PAYPAL
LOCAL PICKUP ONLY

Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz (4 virtual). 500GB, Intel Core i5 4th Gen., 3.3GHz, 8GB

Intel HD Graphics 4600 graphics processor.


Windows 10 pro


Call show contact info

NO SHIPPING, NO CASHIER CHECKS OR PAYPAL
LOCAL PICKUP ONLY",https://map8.craigslist.org/t09/13/2099/3039.png
"HP All in One 23"" Touch Screen SSD W10 Pro/Office",https://chicago.craigslist.org/nch/sys/d/evanston-hp-all-in-one-23-touch-screen/7690839380.html,"HP All in One 23"" Touch Screen SSD W10 Pro/Office

HP EliteOne 800 G1

Intel 4th Generation Core i5, Processors

8GB RAM

240 GB SSD Drive

23"" inch Touch Screen

Wireless Keyboard and Mouse


show contact info

No Shipping / no CC / no Paypal",https://map9.craigslist.org/t09/13/2100/3039.png
HP Pro 6005,https://chicago.craigslist.org/nch/sys/d/skokie-hp-pro-6005/7690839113.html,"HP Pro 6005

Amd Atlon X2 3Ghz
4GB Ram
1TB
Windows 10 Pro

show contact info

No Shipping / no CC / no Paypal",https://map8.craigslist.org/t09/13/2099/3039.png
Business Dell OptiPlex 9020 i5/8GB ram/New 256GB SSD/ W10 Pro,https://chicago.craigslist.org/nch/sys/d/skokie-business-dell-optiplex-9020-i5/7690839229.html,"Desktop Dell OptiPlex 9020 i5/8GB ram/New 256GB SSD/ W10 Pro

CPU Intel Core i5 (4rd Gen) / 3.2 GHz
Max Turbo Speed 3.6 GHz
Number of Cores Quad-Core

8GB Ram

256 Gb NEW SSD

Windows 10 Pro

No Shipping/CC/Paypal

Call show contact info",https://map8.craigslist.org/t09/13/2099/3039.png
Custom Business EQUUS NOBILIS Desktop I5-4460 @3.2GHZ,https://chicago.craigslist.org/nch/sys/d/evanston-custom-business-equus-nobilis/7690839499.html,"Custom Business EQUUS NOBILIS Desktop I5-4460 @3.2GHZ

EQUUS NOBILIS WORKSTATION I5-4460 @3.2GHZ 8GB RAM

1TB HDD

DVD

Windows 10 Pro

Call show contact info

NO SHIPPING, NO CASHIER CHECKS OR PAYPAL
LOCAL PICKUP ONLY",https://map9.craigslist.org/t09/13/2100/3039.png
HP INK CARTRIDGES No. 61,https://chicago.craigslist.org/nch/sys/d/winnetka-hp-ink-cartridges-no-61/7690833988.html,"two Black XL
two tri color
Number 61",https://map5.craigslist.org/t09/13/2098/3037.png
Apple T-Shirt,https://chicago.craigslist.org/wcl/sys/d/river-forest-apple-shirt/7690830686.html,"Vintage Apple Oakbrook Grand Opening ( 2002 ) Short Sleeve white T-Shirt. Two never worn/never washed still in acrylic tubes. Both are sized Adult XL. $65 for one, both for $110.",https://images.craigslist.org/00e0e_8MNvgWK8hfX_0lL0t2_600x450.jpg
Apple MacBook Laptop Computer Photoshop Final Cut Windows 10,https://chicago.craigslist.org/chc/sys/d/chicago-apple-macbook-laptop-computer/7682019593.html,"Mac Book loaded with software…
Adobe CS6: Photoshop, Illustrator, Premiere, Compressor
Video: Final Cut Pro, Adobe Premiere, iMovie
Audio: GarageBand, LMMS Studio, Ableton Live, Cubase SE, Audacity
Microsoft Office: Word, PowerPoint, Excel, Outlook
Browsers: Safari, Firefox, Ten Four Fox
Utilities: StuffIt Expander, Onyx
iPhoto, iWeb, Photo Booth

Games: Halo, Unreal Tournament, Doom 3, Half Life, Quake 3, Doom 1 & 2, Age of Mythology, Arx Libertatis, Duke Nukem, Gangland, Max Payne, Sonic The Hedgehog, Wolfenstein 3D, Pinball, Open Arena

Specs…2008 MacBook running 10.6.8 Snow Leopard (Upgradeable) & Windows 10
Intel 2.16ghz Core 2 Duo
13"" Display
2GB Ram Memory
120GB Hard Drive
Built in Wifi
Bluetooth
Built in Stereo Speakers

BONUS !!!! - Dual boots to Windows 10
Windows 10 is also on the machine.

The Bad...
BATTERY IS DEAD.
THERE IS NO CHARGER/ADAPTER INCLUDED.
Screen needs to warm up sometimes before it lights up. Not an issue when using external display.

Will fully demo the machine for you working so you can see it in action.

Located by Midway Airport.
Yes it is still available.
No I won't deliver.
Cash sale only but will consider trades.
Thank you.

vintage classic imac mac monitor graphics pro white tablet",https://images.craigslist.org/00G0G_f1b7uzAqaij_0co09i_600x450.jpg
Canon Pro-100,https://chicago.craigslist.org/nwc/sys/d/victoria-canon-pro-100/7688229190.html,Canon Pro-100 in very good condition. Works as it should comes with extra ink.,https://images.craigslist.org/00l0l_2yy9fhTmrZc_0ak07K_600x450.jpg
ASUS Z97I-PLUS Intel i7-4790 3.6GHz 16GB 120GB Samsung SSD Mini-ITX PC,https://chicago.craigslist.org/nwc/sys/d/wauconda-asus-z97i-plus-intel-ghz-16gb/7690771393.html,"Mini-ITX PC Computer in case with 550W Power Supply.

ASUS Z97I-PLUS Motherboard

Intel i7-4790 3.6GHz CPU

16GB RAM

120GB Samsung SSD

NO OS",https://images.craigslist.org/01111_l6px3VMsSAp_0pN0jh_600x450.jpg
Beware Laptop/Computer Seller in Bartlett Streamwood Schaumburg area,https://chicago.craigslist.org/wcl/sys/d/streamwood-beware-laptop-computer/7690730612.html,"Beware a person named Brian (I think from CompuTech - now maybe called Pulsar Tech Solutions) selling laptops in Bartlett/Streamwood/Schaumburg area. He also sells on Offer Up. He lists that they are in excellent condition and that they run great. I bought one and within a week I started having problems and I now basically cannot use it. EVEN THE PROGRAM LICENSES THAT HE INSTALLED ARE ENDING!!! I tried contacting him, but not even a reply back. CAVEAT EMPTOR!! BUYER BEWARE, especially from Brian. He sold this, and is selling other items on Offer up, but also has items on Craigslist and Offer up also (a few items without batteries). Take care, and beware!!! UPDATE: I was able to contact him but he has not offered to resolve anything. Maybe not the norm for him, but in this case very disappointing.",https://map8.craigslist.org/t09/13/2089/3039.png
LAPTOP BAG ---- Lots of Space! HIGH QUALITY!!-----Price is FIRM ------,https://chicago.craigslist.org/wcl/sys/d/laptop-bag-lots-of-space-high-quality/7690727833.html,"IF YOU SEE THIS AD IT IS AVAILABLE.

TWO TYPES.

PRICE IS PER BAG.

THIS IS A HIGH QUALITY PREMIUM LAPTOP BAG. ONE HAS MANY STORAGE POCKETS AND COMPARTMENTS, ADEQUATE PADDING, AND IS MADE OF STURDY NYLON.

OTHER IS THINNER WITH FEWER POCKETS.

MADE in the U.S.A.

Price is FIRM (Not Negotiable). It is already very low! : - )",https://images.craigslist.org/00Q0Q_diMbE4eJrct_0CI0t2_600x450.jpg
Gaming Laptop,https://chicago.craigslist.org/wcl/sys/d/schaumburg-gaming-laptop/7690723380.html,"Xiaomi Mi Gaming Laptop for sale. Packed with an Intel Core i7 processor with 8 cores, an NVIDIA GeForce GTX 1060 graphics card with 6GB of dedicated memory, 16GB of RAM. Plus, it's got 1TB of HDD storage and a 500GB SSD for super-fast load times. The only issue is the battery doesn't hold a charge for more than a minute, so you'll need to replace it (https://www.aliexpress.com/i/2255800216837964.html?gatewayAdapt=4itemAdapt) or you can just use it plugged in, desktop-style.",https://images.craigslist.org/00K0K_h099rq1WFqQ_08I08I_600x450.jpg
High End configuration i7 Laptop with 32 gb RAM and dedicated video card for gam,https://chicago.craigslist.org/nch/sys/d/glenview-high-end-configuration-i7/7681514968.html,"Like new Dell Precision 7530
NO scratches or dents
Has a dedicated Nvidia Quadro P2000 video card with 4Gb Video RAM can be used for gaming or high-end app processing
Lightly used in a non-smoking enviroment
Battery state is Excellent, holds a very decent amount of power.

⚪️ 8th generation i7 CPU 8850H 5 Cores running at 2.60 GHz and 4.30 GHz in Turbo Mode
⚪️ 32 Gb RAM DDR4
⚪️ 512 Gb drive nVme m.2 SSD
⚪️ 2x USB-C
⚪️ HDMI Video
⚪️ Thuderbolt
Webcam, Backlit Keys, SD card, 4G & LTE ready, RJ45 nework, latest standard WiFi.

Comes with power charger
Pick-up in Glenview.

Thank you!",https://images.craigslist.org/00M0M_7v9KJ2iFE2b_0CI0t2_600x450.jpg
Heavy Duty i7 TouchScreen 14” Laptop with M.2 SSD *Backlit Keys *Serial Port *,https://chicago.craigslist.org/nch/sys/d/glenview-heavy-duty-i7-touchscreen-14/7681741788.html,"ShockProof KidsProof WaterProof
Sturdy laptop
Dell Latitude 14 Rugged 5414
with SSD drive.

This laptop was used in military operations overseas - decomissioned after 1 year of use. Looks great and neat.

Can be used in auto shop to program OBD2 car computers
Can be used by restless kids

Very Good condition.
It’s a fast i7 -6600 runs at 2.80 Ghz with 8 Gb RAM DDR4 and 256 Gb M.2 SSD.

*14” 1366x768 TouchScreen
*Backlit Keys
*Bluetooth
*Fingerprint Sensor
*HDMI video output
*1x Serial Port,
*WiFi
*3x USB port
*Backlit LED keyboard (you can customize keyboard LED colors
*Memory card & Military SC Card reader
*Webcam
*Original Dell battery holds a very decent amount of power.

Factory reset with Windows 11 Pro installed.

This a cool laptop, I’ve seen people in youtube videos washing, throwing the laptop on the gravel then the damn thing still runs well nice and smooth after all.
$360 or best offer gets it.

Pick-up in Glenview, IL
Thank you!",https://images.craigslist.org/00i0i_fuezEneX8EK_0t20CI_600x450.jpg
i7 CPU Dell Latitude E6530 laptop with SSD,https://chicago.craigslist.org/nch/sys/d/glenview-i7-cpu-dell-latitude-e6530/7681520690.html,"15.6” Dell laptop Fair Condition
Comes with Windows 11 Pro installed
Dell Latitude E6530

i7 - 3520u running at 2.90 GHz
8 Gb RAM
128 Gb SSD
15.6” Screen
Battery life is acceptable
3xUSB
HDMI & VGA
DVD RW not working
Bluetooth
SD Card reader
Webcam
WiFi
Comes with charger
Pick-up in Glenview

Thank you!",https://images.craigslist.org/00Z0Z_dnP6todh8Sx_0t20CI_600x450.jpg
NEW iHome colortunes,https://chicago.craigslist.org/nwc/sys/d/new-ihome-colortunes/7690679058.html,"new in box

PLEASE CALL FIRST, thanks

847 293 373 three",https://map2.craigslist.org/t09/13/2094/3038.png
Apple A1289 Mac Pro 3.2GHz Quad Core Intel,https://chicago.craigslist.org/chc/sys/d/chicago-apple-a1289-mac-pro-32ghz-quad/7681643307.html,"Mac Pro is fully functional. Includes AC Power Cable. See images for specifications. 33029
Multiples available.",https://images.craigslist.org/00G0G_5p757OPl9hY_0iU0hy_600x450.jpg
Hewlett Packard HPXZ420 Tower,https://chicago.craigslist.org/chc/sys/d/chicago-hewlett-packard-hpxz420-tower/7681646556.html,"Includes all pictured items.


33039",https://images.craigslist.org/00B0B_hJnf2w7ztkW_0eM0o2_600x450.jpg
new wireless MOUSE ONN still in factory package,https://chicago.craigslist.org/wcl/sys/d/elmwood-park-new-wireless-mouse-onn/7690616263.html,5-Button Clicking. 2 AAA batteries included. 1 USB nano receiver included.,https://images.craigslist.org/00303_bvQpJTOwC5Y_0t20CI_600x450.jpg
MacBook MagSafe Power Adapter,https://chicago.craigslist.org/chc/sys/d/chicago-macbook-magsafe-power-adapter/7690610150.html,Original Mac Book Pro Charger - 60W T-Tip Magnetic Charger Power Adapter. Cord and adapter.,https://images.craigslist.org/00S0S_5yc4pvlE8cx_1320MM_600x450.jpg
"HP EliteBook 820 G2 12.5"" Intel i5 2.3Ghz 8GB 256G SSD Win 11",https://chicago.craigslist.org/nwi/sys/d/schererville-hp-elitebook-820-g2-125/7680900698.html,"Up for sale we have a HP EliteBook 820 G2 12.5"" Intel Core i5-5300U 2.30GHz 8GB memory, 256GB SSD hard drive.

Comes fully cleaned and tested and loaded with Microsoft Windows 11 Professional and Libre Office.

Comes with good battery and genuine HP ac adapter / charger.

Comes with 30 day warranty!
Serial number is 5CG61340M8",https://images.craigslist.org/00i0i_l5RafkFp518_0CI0t2_600x450.jpg
Microboards QDL-3000 60 disc autoloader CD / DVD duplicator,https://chicago.craigslist.org/wcl/sys/d/downers-grove-microboards-qdl-disc/7690605225.html,"Used, in good condition. Microboards QDL-3000 Autoloader.
see specs here:
https://www.microboards.com/legacy-products/legacy-automated-disc-duplicators/quick-disc-loaders/microboards-qdl-3000-cddvd-autoloader

Over $1500 new; yours for less!",https://map8.craigslist.org/t09/13/2092/3046.png
"Cisco 2921 K9 Voice Router w/ PVDM-32 Voice module, UC license & more",https://chicago.craigslist.org/chc/sys/d/downers-grove-cisco-2921-k9-voice/7690602845.html,"includes VWIC3-1MFT-T1/E1
all licensing & hardware required to do a VOIP to T1 conversion for legacy phone systems.

New, never put in service.

Also have Cisco 1700 available, male an offer. great start for a homelab!",https://map8.craigslist.org/t09/13/2092/3046.png
Orange Pi 5 Rk3588S 8-core 8GB SBC + NVME + case,https://chicago.craigslist.org/chc/sys/d/chicago-orange-pi-rk3588s-core-8gb-sbc/7690574756.html,"I have two Orange Pi 5 single board computers. Both are 8GB RAM version.
Each has a 256GB NVME SSD installed; metal heatsink + fan are also included.

Ask for $120 per unit. These are great Raspberry Pi 4B alternative.",https://images.craigslist.org/00v0v_2z5Ua6pu6i9_0t20CI_600x450.jpg
Apple Mac Studio + Studio Display,https://chicago.craigslist.org/nwc/sys/d/arlington-heights-apple-mac-studio/7684054920.html,"For sale as a bundle (I will not sell individual items, please don't ask):

(1) Apple Studio with M1 Max, 10 Core, 32 Core GPU, 64GB Ram, 1TB SSD
(2) Apple Studio Display 27"" with Standard glass and Tilt Stand
(3) Magic Keyboard
(4) Magic Trackback
(5) Thunderbolt cable for connecting monitor
(6) Power Cables
(7) Apple Care paid through April 2024 on both.

Great set! Everything is in mint condition. I'm downsizing and can't fit a desk top any longer. Retailed for over $4k. Apple Care paid through April 2024.",https://images.craigslist.org/00U0U_3CobcX8JaRm_0re0di_600x450.jpg
"ALTEC LANSING PC SPEAKERS AND SUBWOOFER, EXCELLENT CONDITION",https://chicago.craigslist.org/nch/sys/d/glenview-altec-lansing-pc-speakers-and/7690565308.html,"I purchased this Altec Lansing computer speaker system new from Dell Computer and used it on my home computer. The model number is ACS295. The system includes two speakers, a subwoofer, cables, an instruction manual, and the original box. The specifications are shown in one of the photos.

Everything is in excellent condition, the system has been tested, and it works properly. I'm selling the speaker system for $50. Cash only.",https://images.craigslist.org/00h0h_2cuKd6Qzxgg_0CI0k5_600x450.jpg
Msı GE76 Raıder Gaming laptop,https://chicago.craigslist.org/chc/sys/d/chicago-ms-ge76-rader-gaming-laptop/7690537143.html,"17.3INCH 1080FHD 144HZ Screen
RTX 3060 135W MAX PERFORMANCE
İ7 11800H
16GB 3200MHZ RAM DDR4
1TB M2 SSD (ONE MORE SLOT FOR SSD)
NO PROBLEM ON THE PC WORKS LİKE NEW",https://images.craigslist.org/00c0c_9wXhDzlN2su_0t20CI_600x450.jpg
New APC battery back up 1000,https://chicago.craigslist.org/nch/sys/d/evanston-new-apc-battery-back-up-1000/7690535015.html,"New in box. Battery back up and surge protector.Doesn’t fit on my computer desk. My husband replaced my old backup while I was in the hospital. So you get a great deal!
Details and pictures.
Cash only. Masks.

Details
BrandAPC
Battery Cell CompositionLead Acid
Item Dimensions LxWxH12.2 x 3.58 x 7.48 inches
ColorBlack
Amperage15 Amps
Surge protector

Sent from my iPhone",https://images.craigslist.org/00V0V_ecV4AHGQYs0_0t20CI_600x450.jpg
ASUS AC2400 RT-AC87R Dual Band Wireless Router,https://chicago.craigslist.org/nwi/sys/d/chicago-asus-ac2400-rt-ac87r-dual-band/7689259007.html,ASUS AC2400 RT-AC87R Dual Band Wireless Router complete in box with original support CD and instruction booklet. Working order and was used for about a month. Combined households and this is no longer needed.,https://images.craigslist.org/00Z0Z_8yQmBKMO57C_0CI0t2_600x450.jpg
Core i9-13900K / RTX 4090 Ultra High End Gaming / Creating PC,https://chicago.craigslist.org/chc/sys/d/chicago-core-k-rtx-4090-ultra-high-end/7690511670.html,"$4,000 OBO (Shoot me an offer!)

- NVIDIA Founders Edition GeForce RTX 4090 24 GB Video Card

- Intel Core i9-13900K 3 GHz 24-Core Processor

- ID-COOLING FROSTFLOW X 74.5 CFM Liquid CPU Cooler

- Gigabyte Z790 AORUS ELITE AX ATX LGA1700 Motherboard

- G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory

- Seagate BarraCuda 4 TB 3.5"" 5400 RPM Internal Hard Drive

- Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive

- Corsair 4000D Airflow ATX Mid Tower Case

- MSI A1000G PCIE5 1000 W 80+ Gold Certified Fully Modular ATX Power Supply

- be quiet! Silent Wings Pro 4 83.9 CFM 120 mm Fan

- be quiet! Silent Wings Pro 4 83.9 CFM 120 mm Fan

- Graphics Card GPU Brace Support, Video Card Sag Holder Bracket, GPU Stand, L

Crush any task with ease with this incredibly powerful fully custom built PC. Game, stream, edit, create anything you want with the power of the Core i9 13900K fueling your imagination, and the most powerful gaming GPU that money can buy, the NVIDIA RTX 4090.

Fully assembled and ready to go, this powerhouse has been outfitted with Windows 11 Home and can be outfitted Windows 10 Home at request. (Pro available for both Windows 10 and 11 at request for an extra fee.)

Feel free to ask any questions!",https://images.craigslist.org/00O0O_XJYpY2lckV_0t20CI_600x450.jpg
2021 Dell Precision 5550,https://chicago.craigslist.org/chc/sys/d/villa-park-2021-dell-precision-5550/7680777603.html,"Like new condition Dell laptop for sale. 15.6” display with cam , Absolutely no issues with it. It works and performs at 100%. Super fast laptop with 1TB SSD for storage, 4GB Nvidia Quadro T1000 , 32GB of RAM, charger included. Must pick up and pay cash or zelle.",https://images.craigslist.org/00303_d6N6eINa7pi_0t20CI_600x450.jpg
2020 iMac Retina 5K 27-inch,https://chicago.craigslist.org/chc/sys/d/villa-park-2020-imac-retina-5k-27-inch/7680777722.html,"Brand new condition, iMac for sale, only used for a few months. mouse , keyboard and box included. Must pick up . Cash or zelle.",https://images.craigslist.org/00707_jz1BiRf2SN0_0CI0t2_600x450.jpg
